      0             5                                          
 [1,] "(28.9,32.2]" "-0.0112994841189734;0.000191477105139057" 
[13,] "0.0127750741493604;0.000249133392897196" 
[14,] "0.011429830455727;0.000223727567813127"  
[15,] "0.0135094775906508;0.000237507107585833" 
[16,] "0.0131255169853776;0.000239164966812372" 
[17,] "0.0103705227865872;0.000241037403843924" 
[18,] "0.00773563664332815;0.000228569126680317"
[19,] "0.00756908657090318;0.000262250070730001"
[20,] "0.0269899030698502;0.000358503403321057" 
      25                                         
 [1,] "-0.00400393144526251;0.000830897498392048"
 [2,] "0.0280587546304869;0.000387831351925017"  
 [3,] "0.019572510053051;0.000542864416376697"   
 [4,] "0.01227256111257;0.000562654059851134"    
 [5,] "0.0231263105497982;0.00051693333876179"   
 [6,] "0.0201310221697387;0.000610805208854808"  
 [7,] "0.02034629734756;0.000641921472114852"    
 [8,] "0.021563507826005;0.000539323906947892"   
 [9,] "0.0224690677454746;0.000532529482853036"  
[10,] "0.0221649665438535;0.000421464087709507"  
[11,] "0.0210002506352299;0.000365940554033822"  
[12,] "0.0195488335783805;0.000301334471125431"  
[13,] "0.0179297948318285;0.000264648103906569"  
[14,] "0.0161270975399806;0.000220868986550325"  
[15,] "0.017584037939772;0.00022699414609843"    
[16,] "0.0168154277471355;0.000246233678221568"  
[17,] "0.0145485140973385;0.00027277443131444"   
[18,] "0.0121408590693048;0.000261547640565582"  
[19,] "0.0123879344833272;0.000210791775096306"  
[20,] "0.0410370588170518;0.000199556160527886"  
      30                                       
 [1,] "0.00885751356596273;0.00145706983756151"
 [2,] "0.0427487268686062;0.000406997234936271"
 [3,] "0.0219171013442741;0.00078783752651887" 
 [4,] "0.0188272185923744;0.000646052947785044"
 [5,] "0.02878265977247;0.000665572524687418"  
 [6,] "0.0261336275691094;0.00071294857943272" 
 [7,] "0.0272086694090887;0.000699301396125881"
 [8,] "0.028512007836415;0.00067974525924734"  
 [9,] "0.028750792096987;0.000625468695590703" 
[10,] "0.0219114458381652;0.000421017696856561"
[11,] "0.0180693430578533;0.000398256870481787"
[12,] "0.0192417350284259;0.000349617257524733"
[13,] "0.0189976595365479;0.000318296729508313"
[14,] "0.017814056366668;0.000270499333057978" 
[15,] "0.0197884190571543;0.000290901614756389"
[16,] "0.0188399245543965;0.000284811728817082"
[17,] "0.0163903310443775;0.000289305566990377"
[18,] "0.0135369619654983;0.000259606193813562"
[19,] "0.0140151881171013;0.000248364691039775"
[20,] "0.0445184814109443;0.000419997857359885"
      35                                       
 [1,] "0.0168433679060306;0.00061234239281173" 
 [2,] "0.0396341627856552;0.00031917638931848" 
 [3,] "0.0279820020691541;0.000569884777878682"
 [4,] "0.0232518629056375;0.000874608545073437"
 [5,] "0.0330101281385211;0.000718375823150252"
 [6,] "0.0314704658212246;0.000763296027686729"
 [7,] "0.0324568488151354;0.000713282509678399"
 [8,] "0.0339537506156377;0.000693310804144891"
 [9,] "0.0337435335601027;0.000660237282782919"
[10,] "0.026913466913159;0.000466319321501016" 
[11,] "0.0229339350405792;0.000408842419642687"
[12,] "0.0235000781702556;0.000366329162916408"
[13,] "0.023296981677164;0.000337903164265518" 
[14,] "0.0215813265300833;0.000285384848190071"
[15,] "0.0233227420548849;0.000282674199913099"
[16,] "0.022162959294237;0.000297970609928096" 
[17,] "0.0188465138289269;0.000299252837653906"
[18,] "0.0163185812854574;0.000235064625681583"
[19,] "0.0169090171522478;0.000293396845905872"
[20,] "0.0558526174137977;0.000445994539649803"
      40                                       
 [1,] "0.018466022273013;0.00038821335394312"  
 [2,] "0.0498086557071824;0.000555974454902375"
 [3,] "0.0340367416460415;0.000709796246071204"
 [4,] "0.0333947920042274;0.000866786126799905"
 [5,] "0.0411244590296213;0.00066738315637358" 
 [6,] "0.0393249646007972;0.000649269285792847"
 [7,] "0.041932228714657;0.000734731018676024" 
 [8,] "0.0433603541583614;0.000744153325921645"
 [9,] "0.0418627337233346;0.000673909605545038"
[10,] "0.034139937271159;0.000502828600204051" 
[11,] "0.0297941491752297;0.000429464506467979"
[12,] "0.0307363641714846;0.000387876344615254"
[13,] "0.0295949999589447;0.000341705773221753"
[14,] "0.027281217029721;0.00031544249691654"  
[15,] "0.0283377018172004;0.000314994649520887"
[16,] "0.0265952164125404;0.000305237508059566"
[17,] "0.0229987915729715;0.000286150831098547"
[18,] "0.0195082034473925;0.000245195968992732"
[19,] "0.0195248965694075;0.000272955192685779"
[20,] "0.0782065897213527;0.000444064721227613"
      45                                       
 [1,] "0.0480886271086132;0.000945937913751974"
 [2,] "0.058847235320451;0.00106304068504198"  
 [3,] "0.0559222821079069;0.00143582942228018" 
 [4,] "0.0564077865325097;0.00130071558701157" 
 [5,] "0.0634555835921734;0.00103895354433614" 
 [6,] "0.0633326266932672;0.00112606268378324" 
 [7,] "0.0618862569084008;0.0011579333665729"  
 [8,] "0.0601425369901156;0.000955584535108295"
 [9,] "0.0556359928693741;0.000862128636382533"
[10,] "0.040904876200327;0.000639523665387602" 
[11,] "0.0354474461728486;0.000515099860559706"
[12,] "0.0361938150077096;0.000458412863581316"
[13,] "0.0346947481597434;0.000418785395415379"
[14,] "0.0318817990582495;0.000379680916655081"
[15,] "0.0324677261381983;0.000394949888587025"
[16,] "0.0304654758824625;0.00033398571199657" 
[17,] "0.0268893603930728;0.000335155376622487"
[18,] "0.0233068114493639;0.000284850818349004"
[19,] "0.0249752265969478;0.000343824050885573"
[20,] "0.0972754038309886;0.000393446866168169"
      50                                       
 [1,] "0.0407957173676628;0.000940790131281509"
 [2,] "0.0671238770342892;0.000909372536753589"
 [3,] "0.0497874550656974;0.00118155594161582" 
 [4,] "0.0496649980957064;0.000858236738356064"
 [5,] "0.0569145524381411;0.000988338013192471"
 [6,] "0.0555265665304752;0.00104022058760382" 
 [7,] "0.0566298656918661;0.00103231723634804" 
 [8,] "0.0586565353272416;0.00108910790620572" 
 [9,] "0.0550703100111637;0.000903905176577159"
[10,] "0.0452353573628082;0.000666593865441824"
[11,] "0.0394871061400923;0.000575420267095336"
[12,] "0.0394352615942469;0.00049798726060631" 
[13,] "0.0383942972592938;0.000417341061734047"
[14,] "0.0358642290292686;0.000358532148768351"
[15,] "0.0368208400590126;0.000363409233864476"
[16,] "0.0357028560744966;0.000351038759521331"
[17,] "0.0320611751030265;0.000309187887181663"
[18,] "0.0294587360154007;0.000259721892037414"
[19,] "0.0287235620133934;0.000241477902741705"
[20,] "0.0979903789623555;0.00143057901673577" 
      55                                       
 [1,] "0.0410692264314309;0.00109806065953771" 
 [2,] "0.067450787615687;0.000627264114647043" 
 [3,] "0.0583233586803538;0.000861728459657256"
 [4,] "0.0595500568115622;0.00165352756770519" 
 [5,] "0.0658568025545609;0.00103902371255265" 
 [6,] "0.0671001630899273;0.00114689371133208" 
 [7,] "0.0681059506765439;0.00105967557665962" 
 [8,] "0.0692123174779633;0.00112966795566721" 
 [9,] "0.061836126340654;0.000993423320256875" 
[10,] "0.0495248245445252;0.000691210347215299"
[11,] "0.0441443514800233;0.000589340829125636"
[12,] "0.0450975702219643;0.00052226163042349" 
[13,] "0.0433782564319733;0.000478221787587421"
[14,] "0.0402823960294132;0.000411217368307659"
[15,] "0.0410268015925126;0.000411374185290596"
[16,] "0.0397693379102823;0.000426293465250422"
[17,] "0.0361095131447606;0.00039015349639891" 
[18,] "0.0323117093056548;0.00029615659858055" 
[19,] "0.0295423308697827;0.000313047146601614"
[20,] "0.102337273650284;0.00140634187456614"  
      60                                       
 [1,] "0.0554507513419384;0.000987008884286241"
 [2,] "0.0830416829847185;0.000625469513821908"
 [3,] "0.0734288164454831;0.00103432672521839" 
 [4,] "0.074669863833971;0.00149371348018168"  
 [5,] "0.0821528887486437;0.00124425162769479" 
 [6,] "0.0815400458170832;0.00125925479084859" 
 [7,] "0.0812460168958785;0.00115064485888323" 
 [8,] "0.0832779039358133;0.00119610168083576" 
 [9,] "0.0752381877487884;0.00102335718458617" 
[10,] "0.0592135245614169;0.00075953894564596" 
[11,] "0.0531642126709118;0.000632994998531875"
[12,] "0.0536837372950977;0.000561014900259513"
[13,] "0.0503312558936289;0.000488920543846638"
[14,] "0.0462993346749926;0.000395370146129699"
[15,] "0.0473812540341797;0.000416985223812723"
[16,] "0.0462381106304311;0.000454135984056538"
[17,] "0.0425750089950416;0.000362534745477805"
[18,] "0.038648710537923;0.000385181527802674" 
[19,] "0.0362471312614056;0.000287364928173242"
[20,] "0.115791911523227;0.00173950386231947"  
      65                                       
 [1,] "0.0567781529486117;0.000834677726847691"
 [2,] "0.075524792281419;0.000259867814154497" 
 [3,] "0.0673231091568492;0.000729622204046184"
 [4,] "0.0668391565436067;0.00110993825343917" 
 [5,] "0.0739643577086139;0.000897196555294233"
 [6,] "0.07629447640647;0.000902879788149924"  
 [7,] "0.0773548783846886;0.00099304550060187" 
 [8,] "0.0801930321201058;0.00100445865873427" 
 [9,] "0.0751600864550259;0.000841231264401902"
[10,] "0.0657558037571328;0.000766525165942423"
[11,] "0.0573151495278023;0.000677684645968691"
[12,] "0.0570882731632057;0.000643287015975632"
[13,] "0.0531024816869491;0.000566230176679194"
[14,] "0.0484447582243933;0.000468978025270735"
[15,] "0.0497461592127445;0.000485530466029248"
[16,] "0.0488362534356068;0.000473252206559409"
[17,] "0.0451852268717484;0.000460212747894792"
[18,] "0.0409411740587275;0.00038854339958331" 
[19,] "0.0421366825120335;0.000340791631363302"
[20,] "0.109811817237597;0.000797975224518899" 
      70                                       
 [1,] "0.0583296907377355;0.00125328250510784" 
 [2,] "0.0796550189305364;0.000448591549255087"
 [3,] "0.0718637291867509;0.00087181227031815" 
 [4,] "0.0736380233203762;0.0013129435653022"  
 [5,] "0.076083340379944;0.00128329741356554"  
 [6,] "0.0785024813102641;0.0012050545400303"  
 [7,] "0.0769519759113975;0.00125271100286522" 
 [8,] "0.0786920470509122;0.00120010654490044" 
 [9,] "0.0751006529562083;0.000978074692796371"
[10,] "0.066302249440971;0.000842255509572194" 
[11,] "0.0583273624561273;0.000640077520038297"
[12,] "0.0576821928138649;0.000565749690176879"
[13,] "0.0546012828515772;0.000509740217939464"
[14,] "0.0508589065854893;0.000480161857882165"
[15,] "0.0520304828046165;0.000509030887287905"
[16,] "0.0507604094214139;0.00047971455450775" 
[17,] "0.0478028680683976;0.000392775190413075"
[18,] "0.0427415693584404;0.00035016830469608" 
[19,] "0.0458713860482993;0.000516284334559838"
[20,] "0.11453324551224;0.00100756750609886"   
      75                                       
 [1,] "0.0682809683040835;0.000907440034152498"
 [2,] "0.0797915862531883;0.000370111974783773"
 [3,] "0.077224899308184;0.000824604292096167" 
 [4,] "0.0764126730276594;0.00104019674129324" 
 [5,] "0.081775374308561;0.000998514481440594" 
 [6,] "0.0838201385355412;0.00107987259905936" 
 [7,] "0.0834205639897128;0.0010395101528663"  
 [8,] "0.085029446073343;0.00102037826145092"  
 [9,] "0.0793861138733468;0.000917170250951812"
[10,] "0.0698452025477424;0.000808761833045437"
[11,] "0.0609708834671951;0.000726645721834751"
[12,] "0.0598345325595018;0.000648280332051963"
[13,] "0.0558104871656113;0.000586873122353212"
[14,] "0.0523799288309742;0.000517366386899937"
[15,] "0.0531076752904584;0.000533634281192919"
[16,] "0.0513469475145569;0.000526850393488048"
[17,] "0.0477493943239065;0.000460021080388776"
[18,] "0.0426096270986916;0.000317197701398996"
[19,] "0.0441372529048355;0.000525630100663122"
[20,] "0.113796205707838;0.000847547603331507" 
      80                                       
 [1,] "0.0643359514123193;0.00170934707223922" 
 [2,] "0.0794643263779597;0.00046947661529267" 
 [3,] "0.0843904676475453;0.00104447475068701" 
 [4,] "0.0814734208679231;0.00131694886113878" 
 [5,] "0.0871943809978348;0.00123528479214517" 
 [6,] "0.0883625018549378;0.00118756487620986" 
 [7,] "0.0885304682339078;0.00118122191110528" 
 [8,] "0.0912820345540625;0.00114338744722689" 
 [9,] "0.086694537211532;0.00104696103310839"  
[10,] "0.0762683483951007;0.00085461675188255" 
[11,] "0.0649326417488672;0.000715857236745918"
[12,] "0.063124445141296;0.00060671096911343"  
[13,] "0.0591513529702807;0.000572359797859514"
[14,] "0.0551837126753656;0.000468607151053087"
[15,] "0.0561840490158887;0.000520115261861404"
[16,] "0.0540976788958066;0.000460169292538103"
[17,] "0.0513165513710444;0.000455255477358715"
[18,] "0.0458754149976619;0.000313638355774772"
[19,] "0.0454027875845698;0.0004125689379572"  
[20,] "0.128659809084434;0.000659569473204513" 
      85                                       
 [1,] "0.0676036785463986;0.00131744344157985" 
 [2,] "0.067794440678546;0.0013106302471427"   
 [3,] "0.0768938621981988;0.000900305488569316"
 [4,] "0.0809309968142356;0.00158223845127632" 
 [5,] "0.0870727155929975;0.000924891572964407"
 [6,] "0.0886315817488066;0.00107392522361315" 
 [7,] "0.0880755794176441;0.00104048270781456" 
 [8,] "0.090635073661878;0.00111192543515731"  
 [9,] "0.0854851444422363;0.00102058028421967" 
[10,] "0.0766190177738566;0.000868481409179347"
[11,] "0.0683327070248952;0.000716733773766314"
[12,] "0.0658495255964216;0.000578443569484892"
[13,] "0.0615693831081158;0.000500676440382864"
[14,] "0.0580652742323029;0.000457382066314117"
[15,] "0.0587743873089656;0.000474640355133928"
[16,] "0.0577627201604558;0.000481500383063144"
[17,] "0.0546947142127538;0.000429052008370494"
[18,] "0.0493149980691779;0.000320257161362437"
[19,] "0.0490450355682074;0.000525522404282439"
[20,] "0.103072654647818;0.00043044125959078"  
      90                                       
 [1,] "0.075676101034237;0.000984103187919177" 
 [2,] "0.0779790617581721;0.000919159847525274"
 [3,] "0.0860912095044398;0.00106186410539316" 
 [4,] "0.0886091576949275;0.00185780832415784" 
 [5,] "0.0911389631544103;0.000955996260674381"
 [6,] "0.0922532659421578;0.00114276384419945" 
 [7,] "0.0917618590092915;0.0011035641965238"  
 [8,] "0.093310163291151;0.00117010657383076"  
 [9,] "0.0885035979085199;0.00108763242436901" 
[10,] "0.0766344545317518;0.000864079437815684"
[11,] "0.0669679815908885;0.00069626923592077" 
[12,] "0.0655234661951294;0.000613605660806866"
[13,] "0.0615449362303049;0.000541587285008813"
[14,] "0.0586123955080092;0.00046920472391542" 
[15,] "0.0597050104052876;0.000485422882453031"
[16,] "0.0585040285549877;0.000441678221675854"
[17,] "0.0556093002647283;0.000414755668031794"
[18,] "0.0500045994951502;0.000251768251728018"
[19,] "0.0494026001345783;0.000275709612934585"
[20,] "0.123331908959349;0.000400280693193896" 
      95                                       
 [1,] "0.0786025037913454;0.000979080788205506"
 [2,] "0.0852700866807272;0.000505573721731619"
 [3,] "0.0916568706941554;0.000691778896231066"
 [4,] "0.0930567424965935;0.00100073209465027" 
 [5,] "0.0989089002038545;0.00121303548165424" 
 [6,] "0.103039461124267;0.00114420664947218"  
 [7,] "0.101730322917091;0.00115161892379204"  
 [8,] "0.102890410882634;0.00111185908015527"  
 [9,] "0.0980263369025993;0.00108510779566096" 
[10,] "0.0850496754663471;0.000870133276410276"
[11,] "0.0733409589310281;0.000722815509707917"
[12,] "0.0709855370040155;0.000615994274729991"
[13,] "0.0678007565904723;0.000559600082654627"
[14,] "0.0662118548647472;0.00053878483922626" 
[15,] "0.0671021837042597;0.000522646419198211"
[16,] "0.0652957478360647;0.00046466735161248" 
[17,] "0.0623111974310512;0.000435853943865113"
[18,] "0.0568714368351649;0.000284241462825777"
[19,] "0.0557806659035572;0.000658327486323748"
[20,] "0.123350191907278;0.0014590773013766"   
      100                                      
 [1,] "0.0739362753025505;0.00139544211047449" 
 [2,] "0.0804345360701433;0.00047423497783823" 
 [3,] "0.0915008480967295;0.000781939143449941"
 [4,] "0.0964609544252188;0.00113269425463627" 
 [5,] "0.100196942653937;0.0010443733248809"   
 [6,] "0.10329300115489;0.00108439291892471"   
 [7,] "0.101534653708002;0.00104294072519678"  
 [8,] "0.102279835243522;0.00105954822592819"  
 [9,] "0.0982019310790169;0.000974754366035416"
[10,] "0.0846086390226868;0.000798025836704983"
[11,] "0.0732193528309824;0.000640613037852245"
[12,] "0.0721166958182932;0.000538067702286837"
[13,] "0.0682117999575654;0.000472960222818884"
[14,] "0.0655016094012755;0.000453294762406248"
[15,] "0.0668600617452785;0.000451652243882573"
[16,] "0.0662527613361481;0.000448119608827136"
[17,] "0.0632969181319077;0.000395876035673339"
[18,] "0.0590694520967631;0.000323730221977067"
[19,] "0.0590739844544168;0.000334987921657158"
[20,] "0.124451443657888;0.000408127869475865" 
      105                                      
 [1,] "0.0856682458690331;0.00057282222657168" 
 [2,] "0.0777378712067999;0.00144161756775033" 
 [3,] "0.0911001480436796;0.000994290162019858"
 [4,] "0.0974029480251336;0.0012017038240216"  
 [5,] "0.102440101959229;0.00109025964359748"  
 [6,] "0.105178621417712;0.00107484803056934"  
 [7,] "0.103886852645587;0.00108184086867851"  
 [8,] "0.104371340392305;0.00110985873903734"  
 [9,] "0.100615278924811;0.00100409570067224"  
[10,] "0.0864186981327736;0.00082962653870659" 
[11,] "0.0746564668014234;0.000655960987386441"
[12,] "0.0735877384180993;0.000519318966957918"
[13,] "0.0696069492055285;0.000474589436276785"
[14,] "0.0670424832014047;0.000449240764316036"
[15,] "0.0681792955119018;0.000432062496037182"
[16,] "0.0671282374470518;0.000423709262504321"
[17,] "0.0646720586824095;0.000421435001052542"
[18,] "0.0613348354004858;0.000309672513130961"
[19,] "0.0605525575033893;0.000335150096555728"
[20,] "0.142846598737913;0.00131594630759411"  
      110                                      
 [1,] "0.0786717438422498;0.000887798129485841"
 [2,] "0.0812878511410495;0.00129782143157416" 
 [3,] "0.0907742034947272;0.000953096089389228"
 [4,] "0.0966534146873219;0.00099996508345996" 
 [5,] "0.102346992833119;0.00114125607304306"  
 [6,] "0.102657072414009;0.00108071393883223"  
 [7,] "0.102255994250184;0.00106247131172999"  
 [8,] "0.103020747722638;0.00114011263977829"  
 [9,] "0.0992326687742799;0.00111052697689327" 
[10,] "0.0861916317730344;0.000867898950094356"
[11,] "0.0732687897771549;0.000656941983266102"
[12,] "0.073165152511246;0.000605173765801313" 
[13,] "0.0696884869956353;0.000499679297788474"
[14,] "0.0679426789344271;0.000474991373917775"
[15,] "0.0695398819328789;0.000442468526977639"
[16,] "0.0688799784139256;0.000408164434038543"
[17,] "0.0662194151527881;0.000410282255044671"
[18,] "0.062523111365146;0.000284974464046833" 
[19,] "0.0599326874168976;0.000238353560959688"
[20,] "0.131138179269334;0.000432724641750788" 
      115                                      
 [1,] "0.0904888956801205;0.000794458935338911"
 [2,] "0.0804084685864226;0.000448187339182498"
 [3,] "0.092375467948619;0.000612468865997635" 
 [4,] "0.0968776787389762;0.00103821632977156" 
 [5,] "0.100146277707993;0.000932882183691825" 
 [6,] "0.102267973549362;0.00105648775195966"  
 [7,] "0.101034275183332;0.00110370939341434"  
 [8,] "0.102653979288807;0.00109954606654576"  
 [9,] "0.100037047552308;0.00101421239829584"  
[10,] "0.0892063746058533;0.000828091010453093"
[11,] "0.0780207768909045;0.000625242103897702"
[12,] "0.0769177187174379;0.000546824957277853"
[13,] "0.0735187537861676;0.000495252895995208"
[14,] "0.0726286432821133;0.000437014806465223"
[15,] "0.0737580250250748;0.000441447668855439"
[16,] "0.0727329980989617;0.00042735221650526" 
[17,] "0.0704890947821558;0.000323126547224893"
[18,] "0.0674735077678738;0.000224552951538951"
[19,] "0.0649399593877065;0.000223183799786966"
[20,] "0.122224622973436;0.00041866115594171"  
      120                                      
 [1,] "0.0928479944000011;0.00087870449935444" 
 [2,] "0.0802158075728226;0.000453513420857117"
 [3,] "0.0944209170102149;0.000501296253950014"
 [4,] "0.098684038393154;0.000930702295340643" 
 [5,] "0.10150412288308;0.000785870769419495"  
 [6,] "0.103688838989211;0.000885157625234997" 
 [7,] "0.101347609569933;0.000865049997559827" 
 [8,] "0.102297311057237;0.000934028902327235" 
 [9,] "0.100373710083352;0.000866528983455883" 
[10,] "0.0920965315711359;0.000753221232212927"
[11,] "0.0773952082123219;0.000547719003902093"
[12,] "0.0757983312934989;0.000450182063257683"
[13,] "0.0718163900849922;0.000461408321092127"
[14,] "0.0706490624104794;0.000376880460183707"
[15,] "0.0722538867348455;0.000378243772592044"
[16,] "0.0715235968860883;0.000356338089095554"
[17,] "0.0691664882247966;0.000317179001240442"
[18,] "0.0668784642880845;0.000206304868722438"
[19,] "0.0636808667877107;0.000323557745629551"
[20,] "0.122293780699544;0.00113713920612181"  
      0    5                                          
 [1,] 2011 "-0.00433331930391064;9.6735810892384e-05" 
 [2,] 2012 "-0.00325593285934547;0.000101414173882362"
 [3,] 2013 "-0.00322081396693554;0.000107875495327103"
 [4,] 2014 "-0.00310637672571923;0.000111805361982653"
 [5,] 2015 "-0.00383241593043073;0.000115146987661442"
 [6,] 2016 "-0.00362542476123923;0.000123787188364237"
 [7,] 2017 "-0.0040356799158336;0.000121299621774488" 
 [8,] 2018 "-0.00499294104923704;0.000149981320308716"
 [9,] 2019 "-0.00446877520362374;0.000166058868454459"
[10,] 2020 "-0.00226514086644274;0.000180066137985157"
      10                                        
 [1,] "0.00440505457538395;0.000150746237941945"
 [2,] "0.00459827351304653;0.000145840581264304"
 [3,] "0.00418921599953065;0.00014733528189053" 
 [4,] "0.0038544608644243;0.00015049013949763"  
 [5,] "0.00386886269401381;0.000168690465503736"
 [6,] "0.00449658444103475;0.000173835310209977"
 [7,] "0.00444679988930727;0.00018814061142229" 
 [8,] "0.0031109993502359;0.000208881566848862" 
 [9,] "0.00120542790562378;0.000238710147210529"
[10,] "0.00315242570937413;0.000227605461224926"
      15                                        
 [1,] "0.00589764852169567;0.000173638007904855"
 [2,] "0.00638494431284156;0.000164034077592067"
 [3,] "0.00611057364232795;0.000182969975112998"
 [4,] "0.00597522228354146;0.000200698905294245"
 [5,] "0.00546469829760876;0.000199877392442288"
 [6,] "0.00570695098446352;0.000189134178969395"
 [7,] "0.00639732046649063;0.000206889279555957"
 [8,] "0.00618508863631724;0.000242523812053472"
 [9,] "0.00335333810535719;0.000258104444055419"
[10,] "0.00536043707734404;0.000261935994438682"
      20                                        
 [1,] "0.0163039444498408;0.000260921757112565" 
 [2,] "0.0167435267311692;0.000241422414607442" 
 [3,] "0.0170294367291733;0.00025929253645297"  
 [4,] "0.016081833890241;0.000266440541114802"  
 [5,] "0.0139346343059995;0.000303559794949468" 
 [6,] "0.0135127811202644;0.000296521676396224" 
 [7,] "0.0139293421711338;0.000289451485563082" 
 [8,] "0.0124893004047598;0.000331979369711403" 
 [9,] "0.00722164092854263;0.000317336850937006"
[10,] "0.0102297234262308;0.000351054847023931" 
      25                                       
 [1,] "0.0174393452353104;0.000262233097891648"
 [2,] "0.018769789252974;0.000257805148010469" 
 [3,] "0.0185575562328127;0.000258180734292077"
 [4,] "0.0185069529139169;0.000282212410979335"
 [5,] "0.0187929822483961;0.000292975908540967"
 [6,] "0.0194523845080071;0.000308222790066466"
 [7,] "0.0204074195502907;0.000327880838195376"
 [8,] "0.019359983361189;0.000353517610857894" 
 [9,] "0.015937405706218;0.000385491485365518" 
[10,] "0.020093933914143;0.000385707225253082" 
      30                                       
 [1,] "0.0204557727834813;0.000312871129281463"
 [2,] "0.0206311004697796;0.000298637144982546"
 [3,] "0.0213846575082733;0.000343715883341924"
 [4,] "0.0218222298971509;0.000349693509167024"
 [5,] "0.0218028522655889;0.000360649287618944"
 [6,] "0.021210126763802;0.000352381647177747" 
 [7,] "0.0220261783239536;0.000365432571365039"
 [8,] "0.0191468189404224;0.000428412818663122"
 [9,] "0.0127175108826825;0.000383348203969454"
[10,] "0.017619138871555;0.000421518148021313" 
      35                                       
 [1,] "0.0223641989774726;0.000321076400415855"
 [2,] "0.0234151938240813;0.000312367016062537"
